jornada,equipo,partidos_jugados,goles_marcados_pp,goles_encajados_pp,victorias_pp,empates_pp,Amarillo_pp,Amarillo-Rojo_pp,Córners_pp,Duelos_pp,Faltas cometidas_pp,Fuera de juego_pp,Pases exitosos_pp,Pases ges._pp,Posesión de balón en %_pp,Rojo_pp,Tiros a puerta_pp,goles_marcados_racha,goles_encajados_racha,victoria_racha,empate_racha,derrota_racha,Amarillo_racha,Amarillo-Rojo_racha,Córners_racha,Duelos_racha,Faltas cometidas_racha,Fuera de juego_racha,Pases exitosos_racha,Pases ges._racha,Posesión de balón en %_racha,Rojo_racha,Tiros a puerta_racha
19,Real Valladolid,19,0.6842105263157895,1.9473684210526316,0.21052631578947367,0.15789473684210525,3.3076923076923075,0.0,3.6153846153846154,52.302307692307686,13.0,1.9230769230769231,80.30076923076923,332.46153846153845,44.66230769230769,0.07692307692307693,8.923076923076923,0.4,2.4,0.2,0.0,0.8,2.0,0.0,3.0,57.995000000000005,9.5,2.0,82.25,396.5,45.30500000000001,0.0,9.0
20,Real Valladolid,20,0.7,1.95,0.2,0.15,3.2142857142857144,0.0,3.4285714285714284,51.777142857142856,13.571428571428571,1.8571428571428572,80.355,331.7142857142857,44.653571428571425,0.07142857142857142,9.142857142857142,0.6,2.0,0.4,0.0,0.6,2.0,0.0,2.3333333333333335,53.64666666666667,13.333333333333334,1.6666666666666667,81.85333333333334,371.6666666666667,45.050000000000004,0.0,10.0
21,Real Valladolid,21,0.6666666666666666,2.0,0.19047619047619047,0.14285714285714285,3.2142857142857144,0.0,3.4285714285714284,51.777142857142856,13.571428571428571,1.8571428571428572,80.355,331.7142857142857,44.653571428571425,0.07142857142857142,9.142857142857142,0.8,1.4,0.4,0.0,0.6,2.5,0.0,2.0,50.599999999999994,17.0,2.0,80.16999999999999,327.5,44.35,0.0,10.5
22,Real Valladolid,22,0.6818181818181818,2.1363636363636362,0.18181818181818182,0.13636363636363635,3.066666666666667,0.06666666666666667,3.2666666666666666,51.26933333333333,13.4,1.8666666666666667,80.75266666666667,328.6,44.06733333333333,0.06666666666666667,8.933333333333334,0.6,1.6,0.4,0.0,0.6,1.5,0.5,1.0,44.555,16.0,1.5,83.69,303.5,40.2,0.0,9.0
23,Real Valladolid,23,0.6521739130434783,2.0869565217391304,0.17391304347826086,0.13043478260869565,3.0,0.0625,3.4375,51.09875,13.4375,1.8125,81.024375,332.8125,44.295,0.0625,8.875,0.6,2.6,0.2,0.0,0.8,1.6666666666666667,0.3333333333333333,2.6666666666666665,45.88333333333333,15.333333333333334,1.3333333333333333,84.16,334.3333333333333,42.70333333333334,0.0,8.666666666666666
24,Real Valladolid,24,0.625,2.1666666666666665,0.16666666666666666,0.125,3.0,0.0625,3.4375,51.09875,13.4375,1.8125,81.024375,332.8125,44.295,0.0625,8.875,0.6,2.2,0.2,0.0,0.8,1.6666666666666667,0.3333333333333333,2.6666666666666665,45.88333333333333,15.333333333333334,1.3333333333333333,84.16,334.3333333333333,42.70333333333334,0.0,8.666666666666666
25,Real Valladolid,25,0.64,2.36,0.16,0.12,3.0588235294117645,0.058823529411764705,3.411764705882353,51.41764705882353,13.294117647058824,1.8823529411764706,81.36058823529413,343.4117647058824,44.720588235294116,0.058823529411764705,8.764705882352942,0.4,3.0,0.0,0.0,1.0,2.3333333333333335,0.3333333333333333,3.3333333333333335,49.74,12.0,2.0,86.05333333333333,398.0,45.03333333333334,0.0,7.0
26,Real Valladolid,26,0.6538461538461539,2.3076923076923075,0.15384615384615385,0.15384615384615385,2.9444444444444446,0.1111111111111111,3.4444444444444446,51.92166666666667,12.833333333333334,1.8888888888888888,81.20444444444445,340.3888888888889,44.75555555555556,0.05555555555555555,8.555555555555555,0.4,4.0,0.0,0.0,1.0,2.0,0.5,3.5,52.4275,10.25,2.0,84.1775,370.75,45.112500000000004,0.0,6.5
27,Real Valladolid,27,0.6666666666666666,2.2962962962962963,0.14814814814814814,0.14814814814814814,2.9444444444444446,0.1111111111111111,3.4444444444444446,51.92166666666667,12.833333333333334,1.8888888888888888,81.20444444444445,340.3888888888889,44.75555555555556,0.05555555555555555,8.555555555555555,0.6,3.6,0.0,0.2,0.8,2.3333333333333335,0.3333333333333333,4.333333333333333,55.18333333333334,10.0,2.0,83.46333333333332,399.3333333333333,48.196666666666665,0.0,6.666666666666667
28,Real Valladolid,28,0.6428571428571429,2.25,0.14285714285714285,0.14285714285714285,2.9473684210526314,0.10526315789473684,3.473684210526316,51.79526315789474,12.68421052631579,1.7894736842105263,81.06052631578947,336.89473684210526,44.59789473684211,0.05263157894736842,8.68421052631579,0.6,3.0,0.0,0.2,0.8,2.6666666666666665,0.3333333333333333,3.6666666666666665,55.51000000000001,8.666666666666666,1.6666666666666667,81.25333333333333,358.6666666666667,46.21333333333333,0.0,7.666666666666667
29,Real Valladolid,29,0.6551724137931034,2.2413793103448274,0.13793103448275862,0.13793103448275862,2.9,0.1,3.45,52.1275,12.5,1.8,80.90299999999999,336.8,44.444,0.05,8.5,0.6,3.0,0.0,0.2,0.8,2.5,0.25,3.5,56.24250000000001,8.75,1.75,80.41749999999999,352.75,45.04,0.0,7.0
30,Real Valladolid,30,0.6333333333333333,2.3,0.13333333333333333,0.13333333333333333,2.9047619047619047,0.09523809523809523,3.5714285714285716,52.38571428571428,12.380952380952381,1.7619047619047619,80.74142857142857,336.85714285714283,44.49047619047619,0.047619047619047616,8.666666666666666,0.8,2.6,0.0,0.2,0.8,2.25,0.25,4.25,56.5,8.5,1.25,78.11,309.0,43.5125,0.0,8.25
31,Real Valladolid,31,0.6774193548387096,2.3548387096774195,0.12903225806451613,0.12903225806451613,2.909090909090909,0.09090909090909091,3.5454545454545454,52.180454545454545,12.318181818181818,1.7272727272727273,80.90681818181818,339.0,44.77409090909091,0.09090909090909091,8.5,0.6,2.0,0.0,0.2,0.8,2.75,0.0,4.0,53.345,10.0,1.0,79.5675,332.75,44.8575,0.25,8.25
32,Real Valladolid,32,0.71875,2.375,0.125,0.125,2.8260869565217392,0.08695652173913043,3.4347826086956523,51.998695652173915,12.130434782608695,1.6521739130434783,81.21173913043478,345.1304347826087,44.853043478260865,0.08695652173913043,8.391304347826088,0.8,2.6,0.0,0.0,1.0,2.4,0.0,3.4,52.275999999999996,9.6,0.8,81.238,362.2,45.204,0.2,7.8
33,Real Valladolid,33,0.7272727272727273,2.4545454545454546,0.12121212121212122,0.12121212121212122,2.75,0.08333333333333333,3.5,51.915416666666665,12.125,1.625,81.42958333333333,350.4166666666667,45.07208333333333,0.08333333333333333,8.541666666666666,1.0,2.8,0.0,0.0,1.0,2.0,0.0,3.6,52.372,10.0,1.0,82.83200000000001,401.8,46.874,0.2,8.0
34,Real Valladolid,34,0.7352941176470589,2.4411764705882355,0.11764705882352941,0.11764705882352941,2.64,0.08,3.52,51.885200000000005,11.92,1.72,81.2624,346.6,44.724399999999996,0.08,8.6,1.2,3.6,0.0,0.0,1.0,1.6,0.0,3.8,50.916000000000004,9.6,1.4,82.7,385.8,45.846000000000004,0.2,9.0
35,Real Valladolid,35,0.7428571428571429,2.4285714285714284,0.11428571428571428,0.11428571428571428,2.6538461538461537,0.07692307692307693,3.5384615384615383,51.68192307692308,11.923076923076923,1.7692307692307692,80.61423076923076,337.8076923076923,44.04807692307692,0.07692307692307693,8.461538461538462,1.2,3.6,0.0,0.0,1.0,1.6,0.0,3.4,48.726,10.0,1.8,80.08,341.8,42.19,0.2,7.6
36,Real Valladolid,36,0.7222222222222222,2.388888888888889,0.1111111111111111,0.1111111111111111,2.5925925925925926,0.07407407407407407,3.7777777777777777,51.79888888888889,11.925925925925926,1.7777777777777777,80.63222222222223,334.7037037037037,44.00962962962963,0.07407407407407407,8.74074074074074,1.4,3.2,0.0,0.0,1.0,1.2,0.0,4.8,50.12,10.2,2.0,79.424,315.8,40.646,0.0,9.8
37,Real Valladolid,37,0.7027027027027027,2.3513513513513513,0.10810810810810811,0.10810810810810811,2.5,0.07142857142857142,3.857142857142857,51.71142857142858,11.678571428571429,1.75,80.88428571428571,336.9642857142857,44.168214285714285,0.07142857142857142,8.821428571428571,1.0,2.6,0.0,0.0,1.0,1.0,0.0,5.8,50.39,9.6,2.2,79.378,299.4,41.018,0.0,10.8
38,Real Valladolid,38,0.6842105263157895,2.3684210526315788,0.10526315789473684,0.10526315789473684,2.413793103448276,0.06896551724137931,3.896551724137931,51.95344827586207,11.689655172413794,1.7586206896551724,80.64379310344827,335.6551724137931,44.436551724137935,0.06896551724137931,8.758620689655173,0.6,2.2,0.0,0.0,1.0,0.8,0.0,5.8,52.136,9.6,2.4,76.872,264.8,41.386,0.0,9.8
1,Sevilla FC,1,2.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sevilla FC,2,1.5,2.0,0.0,0.5,2.0,0.0,3.0,55.21,15.0,2.0,82.28,457.0,52.4,0.0,18.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,3.0,55.21,15.0,2.0,82.28,457.0,52.4,0.0,18.0
3,Sevilla FC,3,1.0,1.3333333333333333,0.0,0.6666666666666666,2.5,0.0,5.0,54.305,15.5,3.0,82.825,484.0,54.875,0.0,17.0,1.5,2.0,0.0,0.5,0.5,2.5,0.0,5.0,54.305,15.5,3.0,82.825,484.0,54.875,0.0,17.0
4,Sevilla FC,4,0.75,1.5,0.0,0.5,2.0,0.0,6.333333333333333,54.00666666666666,13.666666666666666,2.3333333333333335,83.91333333333334,473.6666666666667,54.583333333333336,0.3333333333333333,16.666666666666668,1.0,1.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,2.0,0.0,6.333333333333333,54.00666666666666,13.666666666666666,2.3333333333333335,83.91333333333334,473.6666666666667,54.583333333333336,0.3333333333333333,16.666666666666668
5,Sevilla FC,5,0.8,1.2,0.2,0.4,2.25,0.0,6.5,53.457499999999996,11.75,2.75,83.99000000000001,458.25,53.3975,0.25,16.5,0.75,1.5,0.0,0.5,0.5,2.25,0.0,6.5,53.457499999999996,11.75,2.75,83.99000000000001,458.25,53.3975,0.25,16.5
6,Sevilla FC,6,0.8333333333333334,1.3333333333333333,0.16666666666666666,0.3333333333333333,2.0,0.2,5.8,52.48,13.2,2.4,83.48400000000001,448.6,54.354,0.2,15.2,0.8,1.2,0.2,0.4,0.4,2.0,0.2,5.8,52.48,13.2,2.4,83.48400000000001,448.6,54.354,0.2,15.2
7,Sevilla FC,7,1.0,1.2857142857142858,0.2857142857142857,0.2857142857142857,2.0,0.2,5.8,52.48,13.2,2.4,83.48400000000001,448.6,54.354,0.2,15.2,0.6,1.2,0.2,0.2,0.6,2.0,0.25,6.5,51.79749999999999,12.75,2.5,83.785,446.5,54.842499999999994,0.25,14.5
8,Sevilla FC,8,1.0,1.25,0.25,0.375,2.1666666666666665,0.3333333333333333,5.833333333333333,50.876666666666665,13.333333333333334,2.3333333333333335,83.22833333333334,430.1666666666667,54.105,0.16666666666666666,16.333333333333332,0.8,1.0,0.4,0.2,0.4,2.0,0.5,6.25,49.162499999999994,12.25,2.0,83.43,403.25,53.72,0.25,16.0
9,Sevilla FC,9,1.0,1.1111111111111112,0.3333333333333333,0.3333333333333333,2.2857142857142856,0.2857142857142857,6.0,51.644285714285715,12.428571428571429,2.4285714285714284,83.02142857142857,440.85714285714283,54.68714285714286,0.14285714285714285,15.857142857142858,1.0,1.2,0.4,0.2,0.4,2.5,0.5,5.75,49.8725,11.5,2.5,82.35249999999999,416.25,54.765,0.0,15.25
10,Sevilla FC,10,1.0,1.5,0.3,0.3,2.5,0.375,5.75,52.39625,12.75,2.375,82.4625,432.375,54.16125,0.125,15.625,1.2,0.8,0.6,0.2,0.2,2.75,0.75,5.0,51.335,13.75,2.0,80.935,406.5,54.925,0.0,14.75
11,Sevilla FC,11,1.0909090909090908,1.3636363636363635,0.36363636363636365,0.2727272727272727,2.4444444444444446,0.3333333333333333,5.666666666666667,51.656666666666666,12.88888888888889,2.4444444444444446,82.02444444444444,414.3333333333333,52.284444444444446,0.1111111111111111,14.666666666666666,1.2,1.8,0.4,0.2,0.4,3.0,0.5,5.5,50.6275,12.5,2.5,80.2,371.5,49.6975,0.0,14.0
12,Sevilla FC,12,1.0,1.4166666666666667,0.3333333333333333,0.25,2.4444444444444446,0.3333333333333333,5.666666666666667,51.656666666666666,12.88888888888889,2.4444444444444446,82.02444444444444,414.3333333333333,52.284444444444446,0.1111111111111111,14.666666666666666,1.4,1.4,0.6,0.2,0.2,3.0,0.5,5.5,50.6275,12.5,2.5,80.2,371.5,49.6975,0.0,14.0
13,Sevilla FC,13,0.9230769230769231,1.3846153846153846,0.3076923076923077,0.23076923076923078,2.4,0.3,5.6,51.652,12.2,2.3,81.801,419.9,52.394000000000005,0.1,14.0,1.0,1.6,0.4,0.2,0.4,2.75,0.25,5.25,52.815,10.5,2.25,79.66,404.5,49.8275,0.0,10.5
14,Sevilla FC,14,0.9285714285714286,1.2857142857142858,0.35714285714285715,0.21428571428571427,2.272727272727273,0.2727272727272727,5.636363636363637,51.2890909090909,12.0,2.3636363636363638,81.31636363636363,425.0,52.61909090909091,0.18181818181818182,13.909090909090908,0.8,1.6,0.4,0.0,0.6,2.25,0.25,5.0,50.667500000000004,11.25,2.25,78.3325,397.25,49.0,0.25,10.5
15,Sevilla FC,15,0.9333333333333333,1.2666666666666666,0.3333333333333333,0.26666666666666666,2.25,0.25,5.833333333333333,51.442499999999995,12.166666666666666,2.1666666666666665,81.395,422.0,52.629999999999995,0.16666666666666666,13.666666666666666,0.8,1.6,0.4,0.0,0.6,1.75,0.0,6.0,49.535000000000004,11.0,1.75,79.25999999999999,401.25,49.5675,0.25,9.75
16,Sevilla FC,16,1.0625,1.4375,0.3125,0.25,2.1538461538461537,0.23076923076923078,5.769230769230769,51.24769230769231,12.076923076923077,2.3846153846153846,81.47923076923077,424.6923076923077,53.24461538461538,0.15384615384615385,13.538461538461538,0.8,0.8,0.4,0.2,0.4,1.5,0.0,6.0,50.3275,10.25,2.25,80.2525,448.0,55.405,0.25,11.0
17,Sevilla FC,17,1.0588235294117647,1.3529411764705883,0.35294117647058826,0.23529411764705882,2.2142857142857144,0.21428571428571427,5.571428571428571,51.12214285714286,11.785714285714286,2.2142857142857144,81.57714285714285,428.92857142857144,52.645714285714284,0.14285714285714285,12.857142857142858,1.0,1.6,0.2,0.2,0.6,1.8,0.0,5.4,50.160000000000004,9.8,1.8,80.772,455.2,53.29600000000001,0.2,9.6
18,Sevilla FC,18,1.1111111111111112,1.5,0.3333333333333333,0.2222222222222222,2.533333333333333,0.2,5.4,51.25333333333333,11.8,2.2666666666666666,81.53133333333334,427.2,52.222,0.13333333333333333,12.533333333333333,1.2,1.2,0.4,0.2,0.4,2.8,0.0,5.0,50.455999999999996,11.0,2.2,80.99199999999999,441.8,51.878,0.2,9.6
19,Sevilla FC,19,1.105263157894737,1.4736842105263157,0.3157894736842105,0.2631578947368421,2.5,0.1875,5.4375,50.94,11.9375,2.1875,81.933125,425.9375,51.628125,0.125,12.375,1.6,1.8,0.4,0.2,0.4,3.0,0.0,5.0,50.172000000000004,11.8,1.8,83.28999999999999,428.0,49.448,0.0,9.0
20,Sevilla FC,20,1.15,1.45,0.35,0.25,2.411764705882353,0.17647058823529413,5.705882352941177,50.88470588235294,12.176470588235293,2.3529411764705883,81.9770588235294,426.3529411764706,51.66529411764706,0.11764705882352941,12.529411764705882,1.6,2.0,0.2,0.4,0.4,2.8,0.0,5.4,49.546,12.2,2.8,83.374,436.8,49.35,0.0,9.8
21,Sevilla FC,21,1.1428571428571428,1.4285714285714286,0.3333333333333333,0.2857142857142857,2.5,0.16666666666666666,5.611111111111111,50.696666666666665,12.333333333333334,2.388888888888889,82.17055555555555,421.3888888888889,51.22611111111111,0.1111111111111111,12.61111111111111,1.8,2.0,0.4,0.2,0.4,3.4,0.0,5.2,49.263999999999996,13.0,2.4,83.968,412.8,45.977999999999994,0.0,10.2
22,Sevilla FC,22,1.0909090909090908,1.3636363636363635,0.3181818181818182,0.3181818181818182,2.4210526315789473,0.15789473684210525,5.578947368421052,50.42894736842105,12.368421052631579,2.388888888888889,82.45631578947369,432.7368421052632,52.154736842105265,0.10526315789473684,13.263157894736842,1.4,1.4,0.4,0.4,0.2,3.0,0.0,5.6,48.488,14.0,3.0,84.91799999999999,443.4,50.78,0.0,14.4
23,Sevilla FC,23,1.0869565217391304,1.4782608695652173,0.30434782608695654,0.30434782608695654,2.6,0.15,5.55,50.623000000000005,12.35,2.3684210526315788,82.26599999999999,428.9,52.259,0.1,13.25,1.2,1.4,0.2,0.6,0.2,2.8,0.0,6.0,48.732000000000006,14.0,2.75,84.47,434.0,52.370000000000005,0.0,15.4
24,Sevilla FC,24,1.2083333333333333,1.4166666666666667,0.3333333333333333,0.2916666666666667,2.7142857142857144,0.14285714285714285,5.523809523809524,50.56523809523809,12.428571428571429,2.4,82.27952380952381,423.76190476190476,51.81523809523809,0.09523809523809523,13.0,1.0,1.4,0.2,0.6,0.2,3.4,0.0,5.8,49.366,14.0,3.25,83.388,416.8,52.414,0.0,15.0
25,Sevilla FC,25,1.2,1.4,0.32,0.32,2.6818181818181817,0.13636363636363635,5.363636363636363,50.24318181818182,12.318181818181818,2.2857142857142856,82.44909090909091,426.27272727272725,51.66318181818181,0.09090909090909091,12.909090909090908,1.6,1.2,0.4,0.4,0.2,3.6,0.0,4.2,48.062,12.8,2.0,84.054,426.0,51.65599999999999,0.0,14.2
26,Sevilla FC,26,1.1923076923076923,1.3846153846153846,0.3076923076923077,0.34615384615384615,2.608695652173913,0.13043478260869565,5.304347826086956,50.4695652173913,12.26086956521739,2.2857142857142856,82.39304347826086,426.4347826086956,51.70217391304348,0.08695652173913043,13.173913043478262,1.4,1.2,0.2,0.6,0.2,3.0,0.0,4.2,49.652,12.0,1.6666666666666667,83.19399999999999,444.6,53.416,0.0,15.2
27,Sevilla FC,27,1.1851851851851851,1.3333333333333333,0.3333333333333333,0.3333333333333333,2.5,0.125,5.333333333333333,50.62583333333333,12.125,2.2857142857142856,82.07708333333333,419.5833333333333,51.26833333333334,0.08333333333333333,13.041666666666666,1.4,1.2,0.2,0.6,0.2,2.8,0.0,4.4,51.374,11.2,1.6666666666666667,80.636,369.6,47.9,0.0,12.2
28,Sevilla FC,28,1.1428571428571428,1.3214285714285714,0.32142857142857145,0.32142857142857145,2.44,0.12,5.24,50.9916,12.12,2.3181818181818183,82.01440000000001,415.32,50.93600000000001,0.08,12.88,1.6,1.2,0.4,0.4,0.2,1.8,0.0,4.0,52.465999999999994,11.2,2.0,81.008,361.0,45.644,0.0,11.4
29,Sevilla FC,29,1.1379310344827587,1.3448275862068966,0.3103448275862069,0.3103448275862069,2.5,0.11538461538461539,5.1923076923076925,51.21653846153846,12.153846153846153,2.260869565217391,82.02692307692307,418.0769230769231,51.2,0.07692307692307693,12.807692307692308,1.4,0.6,0.4,0.4,0.2,1.6,0.0,3.8,53.952,11.0,1.3333333333333333,80.96600000000001,394.2,48.616,0.0,12.0
30,Sevilla FC,30,1.1333333333333333,1.3666666666666667,0.3,0.3,2.5185185185185186,0.1111111111111111,5.074074074074074,51.25962962962963,12.518518518518519,2.2083333333333335,81.93,416.44444444444446,50.961111111111116,0.07407407407407407,12.555555555555555,0.8,1.0,0.2,0.4,0.4,1.8,0.0,3.8,55.732000000000006,13.4,1.6666666666666667,79.646,373.2,47.872,0.0,11.0
31,Sevilla FC,31,1.096774193548387,1.3548387096774193,0.2903225806451613,0.2903225806451613,2.4642857142857144,0.10714285714285714,5.142857142857143,51.31392857142857,12.571428571428571,2.2083333333333335,82.02857142857144,416.0357142857143,50.77357142857143,0.07142857142857142,12.5,0.8,1.2,0.2,0.2,0.6,1.8,0.0,4.4,55.198,14.0,1.6666666666666667,80.352,368.2,46.501999999999995,0.0,9.4
32,Sevilla FC,32,1.09375,1.34375,0.28125,0.3125,2.4642857142857144,0.10714285714285714,5.142857142857143,51.31392857142857,12.571428571428571,2.2083333333333335,82.02857142857144,416.0357142857143,50.77357142857143,0.07142857142857142,12.5,0.6,1.2,0.2,0.0,0.8,2.25,0.0,4.0,55.442499999999995,15.25,1.6666666666666667,81.7375,394.75,47.805,0.0,9.25
33,Sevilla FC,33,1.0606060606060606,1.3333333333333333,0.2727272727272727,0.30303030303030304,2.4482758620689653,0.10344827586206896,5.068965517241379,51.31275862068965,12.482758620689655,2.16,81.91379310344827,412.86206896551727,50.61379310344827,0.06896551724137931,12.413793103448276,0.6,1.4,0.0,0.2,0.8,2.5,0.0,4.0,53.32000000000001,14.75,1.0,81.285,397.5,48.599999999999994,0.0,9.5
34,Sevilla FC,34,1.088235294117647,1.3529411764705883,0.2647058823529412,0.3235294117647059,2.433333333333333,0.1,5.033333333333333,51.48833333333334,12.5,2.1153846153846154,81.95100000000001,410.1,50.40466666666667,0.1,12.4,0.6,1.4,0.0,0.2,0.8,2.0,0.0,4.0,53.255,14.75,1.0,81.4575,358.25,45.235,0.25,9.75
35,Sevilla FC,35,1.1142857142857143,1.4,0.2571428571428571,0.3142857142857143,2.4838709677419355,0.0967741935483871,5.129032258064516,51.4958064516129,12.64516129032258,2.111111111111111,81.86451612903227,409.16129032258067,50.51806451612903,0.0967741935483871,12.806451612903226,0.8,1.4,0.0,0.4,0.6,2.25,0.0,5.5,53.089999999999996,13.5,1.3333333333333333,81.4225,360.0,47.5275,0.25,14.5
36,Sevilla FC,36,1.1111111111111112,1.3611111111111112,0.2777777777777778,0.3055555555555556,2.46875,0.09375,5.15625,51.585625,12.75,2.142857142857143,81.9140625,410.15625,50.4809375,0.09375,13.0,1.0,1.6,0.0,0.4,0.6,2.5,0.0,5.25,53.4875,14.0,1.75,81.11250000000001,369.0,48.432500000000005,0.25,16.5
37,Sevilla FC,37,1.0810810810810811,1.3783783783783783,0.2702702702702703,0.2972972972972973,2.5757575757575757,0.09090909090909091,5.121212121212121,51.658181818181816,13.030303030303031,2.103448275862069,81.83727272727273,407.42424242424244,50.368787878787884,0.09090909090909091,12.909090909090908,1.2,1.4,0.2,0.4,0.4,3.2,0.0,5.0,53.58599999999999,15.6,1.6,80.766,359.2,48.102,0.2,15.2
38,Sevilla FC,38,1.105263157894737,1.4473684210526316,0.2631578947368421,0.2894736842105263,2.5,0.08823529411764706,5.0,51.53,12.852941176470589,2.066666666666667,81.87970588235294,404.94117647058823,50.09294117647059,0.14705882352941177,12.705882352941176,1.0,1.6,0.2,0.2,0.6,2.8,0.0,4.6,52.79,15.0,1.6,81.68199999999999,359.0,47.072,0.6,14.4
1,UD Las Palmas,1,2.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,UD Las Palmas,2,1.5,2.0,0.0,0.5,2.0,0.0,6.0,44.79,14.0,1.0,80.1,402.0,47.6,0.0,15.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,6.0,44.79,14.0,1.0,80.1,402.0,47.6,0.0,15.0
3,UD Las Palmas,3,1.3333333333333333,1.6666666666666667,0.0,0.6666666666666666,1.5,0.0,6.5,47.705,12.0,0.5,79.91,450.0,52.355000000000004,0.0,12.5,1.5,2.0,0.0,0.5,0.5,1.5,0.0,6.5,47.705,12.0,0.5,79.91,450.0,52.355000000000004,0.0,12.5
4,UD Las Palmas,4,1.0,1.75,0.0,0.5,1.3333333333333333,0.0,5.0,47.31333333333333,13.333333333333334,0.6666666666666666,81.88,431.6666666666667,50.11333333333334,0.0,10.666666666666666,1.3333333333333333,1.6666666666666667,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.0,5.0,47.31333333333333,13.333333333333334,0.6666666666666666,81.88,431.6666666666667,50.11333333333334,0.0,10.666666666666666
5,UD Las Palmas,5,1.2,2.0,0.0,0.4,1.0,0.0,5.0,48.6425,12.25,0.5,83.1,467.25,53.94,0.0,11.0,1.0,1.75,0.0,0.5,0.5,1.0,0.0,5.0,48.6425,12.25,0.5,83.1,467.25,53.94,0.0,11.0
6,UD Las Palmas,6,1.1666666666666667,2.0,0.0,0.3333333333333333,1.0,0.0,5.8,48.098,11.4,0.4,83.042,489.0,55.06,0.0,11.8,1.2,2.0,0.0,0.4,0.6,1.0,0.0,5.8,48.098,11.4,0.4,83.042,489.0,55.06,0.0,11.8
7,UD Las Palmas,7,1.1428571428571428,1.8571428571428572,0.0,0.42857142857142855,1.6666666666666667,0.0,5.5,48.571666666666665,11.333333333333334,0.8333333333333334,83.06,483.6666666666667,55.35333333333333,0.0,11.666666666666666,1.0,2.0,0.0,0.2,0.8,1.6,0.0,5.4,49.328,10.8,0.8,83.65200000000002,500.0,56.903999999999996,0.0,11.0
8,UD Las Palmas,8,1.125,2.0,0.0,0.375,2.0,0.0,4.857142857142857,48.4,12.714285714285714,1.0,83.35714285714286,489.57142857142856,55.082857142857144,0.0,11.142857142857142,1.0,1.8,0.0,0.4,0.6,2.2,0.0,4.2,48.678,13.0,1.2,84.736,505.4,56.174,0.0,10.6
9,UD Las Palmas,9,1.0,1.8888888888888888,0.0,0.3333333333333333,2.25,0.0,4.5,47.144999999999996,12.5,1.0,84.2025,503.0,55.2125,0.0,10.625,1.0,2.2,0.0,0.2,0.8,2.8,0.0,4.2,47.044,12.0,1.2,85.596,545.8,58.272000000000006,0.0,10.6
10,UD Las Palmas,10,1.2,1.9,0.1,0.3,2.3333333333333335,0.0,5.222222222222222,48.57333333333333,12.11111111111111,1.0,84.34111111111112,501.3333333333333,55.404444444444444,0.0,12.11111111111111,1.0,2.0,0.0,0.2,0.8,3.4,0.0,5.4,48.518,12.0,1.4,85.334,528.6,56.576,0.0,13.0
11,UD Las Palmas,11,1.1818181818181819,1.7272727272727273,0.18181818181818182,0.2727272727272727,3.0,0.0,4.9,48.772000000000006,12.1,0.9,84.116,498.1,55.202999999999996,0.0,12.0,1.2,1.8,0.2,0.2,0.6,5.0,0.0,4.0,49.446,12.8,1.4,85.19000000000001,507.2,55.346000000000004,0.0,12.2
12,UD Las Palmas,12,1.0833333333333333,1.75,0.16666666666666666,0.25,3.090909090909091,0.0,4.7272727272727275,49.11818181818182,12.090909090909092,0.8181818181818182,83.94181818181818,483.45454545454544,54.36000000000001,0.0,12.0,1.2,1.4,0.4,0.2,0.4,4.8,0.0,3.8,49.774,13.0,0.8,85.0,483.2,53.16799999999999,0.0,12.4
13,UD Las Palmas,13,1.2307692307692308,1.6923076923076923,0.23076923076923078,0.23076923076923078,2.9166666666666665,0.0,4.416666666666667,49.935833333333335,12.166666666666666,0.75,83.32833333333333,474.8333333333333,53.55416666666667,0.0,11.083333333333334,1.0,1.6,0.4,0.0,0.6,4.2,0.0,3.8,52.086,11.4,0.4,83.288,454.2,51.414,0.0,11.0
14,UD Las Palmas,14,1.2857142857142858,1.7857142857142858,0.21428571428571427,0.21428571428571427,2.9166666666666665,0.0,4.416666666666667,49.935833333333335,12.166666666666666,0.75,83.32833333333333,474.8333333333333,53.55416666666667,0.0,11.083333333333334,1.4,1.2,0.6,0.0,0.4,4.25,0.0,4.25,55.517500000000005,11.5,0.25,81.58,418.5,50.2375,0.0,12.0
15,UD Las Palmas,15,1.3333333333333333,1.7333333333333334,0.26666666666666666,0.2,3.0,0.0,4.384615384615385,49.940769230769234,12.0,0.7692307692307693,83.39,473.6923076923077,53.92230769230769,0.0,11.307692307692308,1.8,1.6,0.6,0.0,0.4,4.5,0.0,2.5,53.0175,11.75,0.25,81.25,411.5,50.5875,0.0,9.5
16,UD Las Palmas,16,1.375,1.6875,0.3125,0.1875,2.7857142857142856,0.0,4.071428571428571,50.074285714285715,11.928571428571429,1.0714285714285714,82.11428571428571,456.64285714285717,52.57928571428572,0.0,10.857142857142858,1.6,1.4,0.6,0.0,0.4,2.25,0.0,2.0,53.33,11.5,1.5,77.11,353.0,46.019999999999996,0.0,8.0
