jornada,equipo,partidos_jugados,goles_marcados_pp,goles_encajados_pp,victorias_pp,empates_pp,Amarillo_pp,Amarillo-Rojo_pp,Córners_pp,Duelos_pp,Faltas cometidas_pp,Fuera de juego_pp,Pases exitosos_pp,Pases ges._pp,Posesión de balón en %_pp,Rojo_pp,Tiros a puerta_pp,goles_marcados_racha,goles_encajados_racha,victoria_racha,empate_racha,derrota_racha,Amarillo_racha,Amarillo-Rojo_racha,Córners_racha,Duelos_racha,Faltas cometidas_racha,Fuera de juego_racha,Pases exitosos_racha,Pases ges._racha,Posesión de balón en %_racha,Rojo_racha,Tiros a puerta_racha
27,FC Barcelona,27,2.740740740740741,0.9259259259259259,0.7037037037037037,0.1111111111111111,1.6538461538461537,0.038461538461538464,6.5,53.05,9.076923076923077,1.9615384615384615,87.52307692307691,583.6538461538462,63.11846153846154,0.07692307692307693,17.115384615384617,2.4,0.2,1.0,0.0,0.0,2.0,0.0,6.0,52.998000000000005,8.8,1.2,88.116,593.6,62.989999999999995,0.2,16.6
28,FC Barcelona,28,2.7857142857142856,0.9642857142857143,0.7142857142857143,0.10714285714285714,1.6296296296296295,0.037037037037037035,6.555555555555555,53.105555555555554,9.0,1.962962962962963,87.61851851851851,588.9629629629629,63.346666666666664,0.07407407407407407,17.185185185185187,2.8,0.2,1.0,0.0,0.0,1.2,0.0,6.6,52.33,8.6,1.2,88.50800000000001,621.0,63.67999999999999,0.2,18.2
29,FC Barcelona,29,2.8275862068965516,0.9655172413793104,0.7241379310344828,0.10344827586206896,1.6785714285714286,0.03571428571428571,6.535714285714286,52.94357142857143,9.071428571428571,1.8928571428571428,87.70607142857143,589.8571428571429,63.30964285714286,0.07142857142857142,17.035714285714285,2.8,0.4,1.0,0.0,0.0,1.4,0.0,6.6,51.926,9.6,1.0,89.238,646.6,64.72999999999999,0.0,18.8
30,FC Barcelona,30,2.7666666666666666,0.9666666666666667,0.7,0.13333333333333333,1.6206896551724137,0.034482758620689655,6.655172413793103,52.97137931034483,9.03448275862069,1.8620689655172413,87.7196551724138,590.9655172413793,63.333103448275864,0.06896551724137931,17.17241379310345,3.4,0.6,1.0,0.0,0.0,1.0,0.0,7.8,52.431999999999995,9.0,0.8,89.47399999999999,667.0,66.1,0.0,20.2
31,FC Barcelona,31,2.7096774193548385,0.9354838709677419,0.7096774193548387,0.12903225806451613,1.6333333333333333,0.03333333333333333,6.733333333333333,52.907000000000004,9.266666666666667,1.8666666666666667,87.819,594.9333333333333,63.48066666666667,0.06666666666666667,17.033333333333335,3.2,0.8,0.8,0.2,0.0,1.2,0.0,9.0,50.85,11.4,1.0,90.016,680.8,66.53,0.0,19.8
32,FC Barcelona,32,2.75,1.0,0.71875,0.125,1.6129032258064515,0.03225806451612903,6.774193548387097,53.299032258064514,9.096774193548388,1.903225806451613,87.81774193548387,594.483870967742,63.425161290322585,0.06451612903225806,16.870967741935484,2.6,0.8,0.8,0.2,0.0,1.4,0.0,8.2,54.59400000000001,9.2,1.6,89.35,650.8,65.02000000000001,0.0,15.6
33,FC Barcelona,33,2.696969696969697,0.9696969696969697,0.7272727272727273,0.12121212121212122,1.625,0.03125,6.6875,53.3834375,9.125,1.903225806451613,87.875,598.84375,63.5221875,0.0625,16.90625,2.8,1.4,0.8,0.2,0.0,1.6,0.0,7.4,54.88399999999999,9.8,1.5,89.25999999999999,652.2,64.47,0.0,15.4
34,FC Barcelona,34,2.676470588235294,0.9705882352941176,0.7352941176470589,0.11764705882352941,1.5757575757575757,0.030303030303030304,6.878787878787879,53.080909090909095,9.151515151515152,1.875,87.94575757575758,602.6666666666666,63.702424242424236,0.06060606060606061,17.606060606060606,2.2,1.0,0.8,0.2,0.0,1.0,0.0,8.8,53.85,9.6,1.75,89.288,674.4,65.902,0.0,20.8
35,FC Barcelona,35,2.7142857142857144,1.0285714285714285,0.7428571428571429,0.11428571428571428,1.588235294117647,0.029411764705882353,6.911764705882353,53.090294117647055,9.323529411764707,1.8484848484848484,88.01382352941175,605.1764705882352,63.97176470588235,0.058823529411764705,17.794117647058822,1.8,1.0,0.8,0.2,0.0,1.4,0.0,8.4,53.779999999999994,11.0,1.75,89.72,687.6,67.676,0.0,21.4
36,FC Barcelona,36,2.6944444444444446,1.0,0.75,0.1111111111111111,1.6571428571428573,0.02857142857142857,7.0,52.860571428571426,9.542857142857143,1.8235294117647058,87.99914285714286,600.6857142857143,63.78114285714286,0.05714285714285714,17.942857142857143,2.4,1.4,1.0,0.0,0.0,1.8,0.0,8.6,52.581999999999994,11.2,1.5,89.08,635.2,65.58399999999999,0.0,23.4
37,FC Barcelona,37,2.675675675675676,1.054054054054054,0.7297297297297297,0.10810810810810811,1.6388888888888888,0.027777777777777776,6.888888888888889,52.87361111111111,9.555555555555555,1.7714285714285714,88.03027777777778,603.9166666666666,63.92555555555556,0.05555555555555555,17.77777777777778,2.6,1.4,1.0,0.0,0.0,1.8,0.0,7.6,50.236000000000004,12.4,0.75,89.348,662.4,67.02799999999999,0.0,23.4
38,FC Barcelona,38,2.6842105263157894,1.0263157894736843,0.7368421052631579,0.10526315789473684,1.6486486486486487,0.02702702702702703,7.0,52.7345945945946,9.675675675675675,1.7777777777777777,88.1245945945946,605.4324324324324,63.91216216216216,0.05405405405405406,17.945945945945947,2.2,1.4,0.8,0.0,0.2,1.8,0.0,9.0,48.582,13.2,1.0,89.72200000000001,647.6,66.408,0.0,24.6
1,Getafe CF,1,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Getafe CF,2,0.5,0.5,0.0,1.0,2.0,0.0,6.0,57.43,12.0,6.0,60.12,173.0,38.35,0.0,9.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,6.0,57.43,12.0,6.0,60.12,173.0,38.35,0.0,9.0
3,Getafe CF,3,0.6666666666666666,1.0,0.0,0.6666666666666666,1.5,0.0,4.5,55.165,14.0,3.0,60.955,209.5,43.650000000000006,0.0,10.5,0.5,0.5,0.0,1.0,0.0,1.5,0.0,4.5,55.165,14.0,3.0,60.955,209.5,43.650000000000006,0.0,10.5
4,Getafe CF,4,0.5,0.75,0.0,0.75,1.5,0.0,4.5,55.165,14.0,3.0,60.955,209.5,43.650000000000006,0.0,10.5,0.6666666666666666,1.0,0.0,0.6666666666666666,0.3333333333333333,1.5,0.0,4.5,55.165,14.0,3.0,60.955,209.5,43.650000000000006,0.0,10.5
5,Getafe CF,5,0.4,0.8,0.0,0.6,1.3333333333333333,0.0,4.333333333333333,56.11666666666667,14.0,2.6666666666666665,62.82333333333333,246.33333333333334,46.300000000000004,0.0,12.333333333333334,0.5,0.75,0.0,0.75,0.25,1.3333333333333333,0.0,4.333333333333333,56.11666666666667,14.0,2.6666666666666665,62.82333333333333,246.33333333333334,46.300000000000004,0.0,12.333333333333334
6,Getafe CF,6,0.5,0.8333333333333334,0.0,0.6666666666666666,2.0,0.0,4.25,54.945,14.25,2.5,64.825,244.75,45.18,0.0,13.0,0.4,0.8,0.0,0.6,0.4,2.0,0.0,4.25,54.945,14.25,2.5,64.825,244.75,45.18,0.0,13.0
7,Getafe CF,7,0.42857142857142855,0.8571428571428571,0.0,0.5714285714285714,2.2,0.0,4.6,53.955999999999996,14.6,2.0,66.596,275.6,47.354,0.0,12.8,0.4,0.8,0.0,0.6,0.4,2.25,0.0,4.25,53.0875,15.25,1.0,68.215,301.25,49.605000000000004,0.0,13.75
8,Getafe CF,8,0.625,0.75,0.125,0.5,2.0,0.0,4.666666666666667,51.815,14.666666666666666,2.8333333333333335,65.10333333333334,253.66666666666666,44.23500000000001,0.0,11.833333333333334,0.4,1.0,0.0,0.4,0.6,2.25,0.0,4.75,50.14,15.0,2.75,67.17750000000001,275.75,44.527499999999996,0.0,12.5
9,Getafe CF,9,0.6666666666666666,0.7777777777777778,0.1111111111111111,0.5555555555555556,2.142857142857143,0.0,4.285714285714286,51.75714285714286,15.0,3.0,63.56571428571429,242.14285714285714,44.855714285714285,0.0,12.142857142857142,0.6,0.6,0.2,0.4,0.4,2.4,0.0,4.2,50.39399999999999,15.4,3.0,64.61,255.2,45.338,0.0,12.8
10,Getafe CF,10,0.7,0.8,0.1,0.6,2.125,0.0,4.25,50.63125,15.25,3.25,62.635,236.375,44.81,0.0,12.0,0.8,0.8,0.2,0.4,0.4,2.6,0.0,4.2,47.339999999999996,16.0,3.6,62.522000000000006,230.4,43.916,0.0,11.8
11,Getafe CF,11,0.7272727272727273,0.8181818181818182,0.09090909090909091,0.6363636363636364,2.2222222222222223,0.0,4.333333333333333,50.69,15.88888888888889,3.0,63.82111111111111,236.33333333333334,44.96888888888889,0.0,13.0,1.0,0.8,0.2,0.6,0.2,2.4,0.0,4.4,47.286,17.2,3.4,63.01800000000001,229.6,44.8,0.0,13.0
12,Getafe CF,12,0.6666666666666666,0.8333333333333334,0.08333333333333333,0.5833333333333334,2.3,0.0,4.7,51.083,16.3,3.0,65.138,249.2,46.414,0.0,13.2,1.0,0.8,0.2,0.6,0.2,2.4,0.0,4.8,48.209999999999994,18.0,4.0,63.68000000000001,222.8,45.474000000000004,0.0,13.6
13,Getafe CF,13,0.6153846153846154,0.8461538461538461,0.07692307692307693,0.5384615384615384,2.272727272727273,0.09090909090909091,4.454545454545454,51.091818181818184,15.818181818181818,2.909090909090909,66.3,261.54545454545456,46.224545454545456,0.0,12.909090909090908,1.0,0.8,0.2,0.6,0.2,2.6,0.2,4.2,50.224000000000004,17.2,3.0,67.73599999999999,271.0,48.612,0.0,14.2
14,Getafe CF,14,0.7142857142857143,0.7857142857142857,0.14285714285714285,0.5,2.3333333333333335,0.08333333333333333,4.5,50.435833333333335,16.583333333333332,2.8333333333333335,67.59750000000001,270.0833333333333,46.255,0.0,12.5,0.6,1.0,0.0,0.6,0.4,2.6,0.2,4.8,48.586,18.8,2.6,73.242,309.2,48.214,0.0,13.0
15,Getafe CF,15,0.6666666666666666,0.8666666666666667,0.13333333333333333,0.4666666666666667,2.3333333333333335,0.08333333333333333,4.5,50.435833333333335,16.583333333333332,2.8333333333333335,67.59750000000001,270.0833333333333,46.255,0.0,12.5,0.8,0.8,0.2,0.4,0.4,2.75,0.25,5.0,50.045,19.25,2.0,77.52250000000001,337.5,49.144999999999996,0.0,13.5
16,Getafe CF,16,0.6875,0.8125,0.1875,0.4375,2.6153846153846154,0.07692307692307693,4.384615384615385,49.71384615384615,17.307692307692307,2.8461538461538463,68.23769230769231,268.15384615384613,45.33615384615385,0.0,12.153846153846153,0.6,1.0,0.2,0.2,0.6,3.5,0.25,4.5,47.5175,20.5,2.5,78.175,339.75,46.1625,0.0,10.25
17,Getafe CF,17,0.6470588235294118,0.8235294117647058,0.17647058823529413,0.4117647058823529,2.642857142857143,0.07142857142857142,4.285714285714286,49.76857142857143,17.071428571428573,2.7142857142857144,68.66357142857143,269.2142857142857,45.31928571428572,0.0,12.357142857142858,0.6,0.8,0.4,0.0,0.6,3.5,0.25,3.25,46.4825,19.0,2.0,77.47749999999999,319.25,42.582499999999996,0.0,10.25
18,Getafe CF,18,0.6111111111111112,0.8333333333333334,0.16666666666666666,0.3888888888888889,2.533333333333333,0.06666666666666667,4.2,49.51533333333334,16.933333333333334,2.533333333333333,69.16000000000001,273.8666666666667,45.291333333333334,0.0,12.0,0.6,0.8,0.4,0.0,0.6,3.25,0.0,3.5,45.18,20.0,1.5,77.025,307.75,42.725,0.0,9.5
19,Getafe CF,19,0.6842105263157895,0.8421052631578947,0.21052631578947367,0.3684210526315789,2.625,0.0625,4.125,49.63875,17.0625,2.625,69.086875,275.6875,45.698125,0.0,12.375,0.6,0.8,0.4,0.0,0.6,3.5,0.0,3.0,47.2475,18.5,2.0,73.555,292.5,44.0275,0.0,12.0
20,Getafe CF,20,0.7,0.85,0.2,0.4,2.6470588235294117,0.058823529411764705,4.176470588235294,49.182352941176475,17.058823529411764,2.6470588235294117,69.19529411764705,272.8235294117647,45.422941176470594,0.0,12.352941176470589,0.6,1.0,0.4,0.0,0.6,3.4,0.0,3.4,46.174,18.2,2.2,73.03,279.4,43.426,0.0,12.0
21,Getafe CF,21,0.8095238095238095,0.8095238095238095,0.23809523809523808,0.38095238095238093,2.6666666666666665,0.05555555555555555,4.055555555555555,48.98,16.61111111111111,2.611111111111111,68.64222222222222,266.3888888888889,44.64333333333334,0.0,12.222222222222221,0.8,0.8,0.4,0.2,0.4,2.8,0.0,3.2,47.071999999999996,14.8,2.0,69.69399999999999,261.8,42.842,0.0,12.4
22,Getafe CF,22,0.7727272727272727,0.7727272727272727,0.22727272727272727,0.4090909090909091,2.8421052631578947,0.05263157894736842,3.9473684210526314,48.75368421052631,16.526315789473685,2.5789473684210527,68.55894736842106,265.63157894736844,44.758421052631576,0.0,12.263157894736842,1.2,0.8,0.4,0.2,0.4,3.4,0.0,3.0,45.912,15.0,2.2,68.266,255.6,43.188,0.0,12.0
23,Getafe CF,23,0.782608695652174,0.7391304347826086,0.2608695652173913,0.391304347826087,2.9,0.05,4.05,48.6005,16.45,2.45,68.872,266.25,44.808499999999995,0.0,12.0,1.2,0.6,0.4,0.4,0.2,4.0,0.0,3.6,45.856,15.0,2.2,68.008,243.4,43.36,0.0,12.0
24,Getafe CF,24,0.8333333333333334,0.75,0.2916666666666667,0.375,3.0476190476190474,0.047619047619047616,4.0,48.43142857142857,16.428571428571427,2.4285714285714284,68.10761904761905,262.85714285714283,44.63285714285714,0.0,11.619047619047619,1.4,0.4,0.6,0.4,0.0,4.4,0.0,3.6,44.568,14.4,1.8,64.974,221.8,41.224000000000004,0.0,9.2
25,Getafe CF,25,0.84,0.8,0.28,0.36,3.0476190476190474,0.047619047619047616,4.0,48.43142857142857,16.428571428571427,2.4285714285714284,68.10761904761905,262.85714285714283,44.63285714285714,0.0,11.619047619047619,1.4,0.4,0.6,0.4,0.0,4.75,0.0,3.25,45.239999999999995,13.75,1.5,63.48500000000001,220.5,41.275000000000006,0.0,8.5
26,Getafe CF,26,0.8076923076923077,0.8076923076923077,0.2692307692307692,0.34615384615384615,2.9545454545454546,0.09090909090909091,3.909090909090909,48.58,16.454545454545453,2.409090909090909,68.22363636363637,266.09090909090907,44.80409090909091,0.0,11.545454545454545,1.4,0.6,0.6,0.2,0.2,4.25,0.25,3.25,46.78,15.75,1.5,66.34,264.75,45.527499999999996,0.0,8.5
27,Getafe CF,27,0.8518518518518519,0.8148148148148148,0.2962962962962963,0.3333333333333333,2.869565217391304,0.08695652173913043,4.0,48.57043478260869,16.391304347826086,2.347826086956522,68.01434782608695,265.2173913043478,44.76652173913044,0.0,11.434782608695652,0.8,0.8,0.4,0.2,0.4,3.0,0.25,4.25,47.699999999999996,15.75,1.25,65.4275,263.25,44.80499999999999,0.0,7.5
28,Getafe CF,28,0.8928571428571429,0.8214285714285714,0.32142857142857145,0.32142857142857145,3.0,0.08333333333333333,4.0,48.550000000000004,16.125,2.3333333333333335,68.34541666666667,266.125,44.632083333333334,0.0,11.416666666666666,1.2,1.0,0.6,0.0,0.4,3.5,0.25,3.75,48.2975,14.5,1.75,65.71249999999999,265.5,43.75,0.0,8.5
29,Getafe CF,29,0.896551724137931,0.8620689655172413,0.3103448275862069,0.3103448275862069,2.96,0.12,3.92,48.888000000000005,16.08,2.32,68.6428,265.72,44.5816,0.0,11.24,1.4,1.2,0.6,0.0,0.4,2.5,0.5,3.5,51.285000000000004,14.25,1.75,71.4525,280.75,44.31249999999999,0.0,9.25
30,Getafe CF,30,1.0,0.8333333333333334,0.3333333333333333,0.3,2.8846153846153846,0.11538461538461539,3.8846153846153846,48.88461538461539,16.076923076923077,2.3076923076923075,68.91923076923078,270.61538461538464,44.89076923076924,0.0,11.23076923076923,1.2,1.4,0.4,0.0,0.6,2.2,0.4,3.4,50.788,14.6,1.8,72.328,303.2,45.974,0.0,9.6
31,Getafe CF,31,1.0,0.9032258064516129,0.3225806451612903,0.2903225806451613,2.814814814814815,0.1111111111111111,3.888888888888889,49.00481481481481,16.11111111111111,2.2962962962962963,69.48851851851852,275.44444444444446,45.052962962962965,0.0,11.407407407407407,1.8,1.0,0.6,0.0,0.4,2.2,0.2,3.8,50.874,14.6,1.8,75.054,316.6,46.148,0.0,10.8
32,Getafe CF,32,0.96875,0.90625,0.3125,0.28125,2.7142857142857144,0.10714285714285714,3.857142857142857,49.270357142857144,16.035714285714285,2.25,69.70178571428572,275.35714285714283,45.017857142857146,0.03571428571428571,11.392857142857142,2.0,1.4,0.6,0.0,0.4,2.0,0.2,3.2,52.489999999999995,14.4,1.8,77.464,322.0,46.174,0.2,11.2
33,Getafe CF,33,0.9393939393939394,0.9090909090909091,0.30303030303030304,0.2727272727272727,2.7142857142857144,0.10714285714285714,3.857142857142857,49.270357142857144,16.035714285714285,2.25,69.70178571428572,275.35714285714283,45.017857142857146,0.03571428571428571,11.392857142857142,1.6,1.4,0.4,0.0,0.6,1.0,0.25,3.0,53.592499999999994,15.5,1.75,77.84,330.75,47.332499999999996,0.25,11.25
34,Getafe CF,34,0.9117647058823529,0.9117647058823529,0.29411764705882354,0.2647058823529412,2.7241379310344827,0.10344827586206896,3.8620689655172415,48.94379310344827,16.0,2.206896551724138,69.98034482758621,275.7931034482759,44.79931034482759,0.034482758620689655,11.689655172413794,1.2,1.4,0.2,0.0,0.8,1.25,0.0,3.5,49.2925,15.5,1.5,78.34,338.75,46.160000000000004,0.25,14.5
35,Getafe CF,35,0.8857142857142857,0.9714285714285714,0.2857142857142857,0.2571428571428571,2.7241379310344827,0.10344827586206896,3.8620689655172415,48.94379310344827,16.0,2.206896551724138,69.98034482758621,275.7931034482759,44.79931034482759,0.034482758620689655,11.689655172413794,1.0,1.2,0.2,0.0,0.8,1.3333333333333333,0.0,3.6666666666666665,49.45666666666667,15.333333333333334,1.3333333333333333,79.17666666666668,320.6666666666667,44.00666666666667,0.3333333333333333,15.666666666666666
36,Getafe CF,36,0.8611111111111112,1.0,0.2777777777777778,0.25,2.8,0.1,3.933333333333333,49.007333333333335,16.133333333333333,2.3,70.09133333333332,274.46666666666664,44.73866666666667,0.03333333333333333,11.633333333333333,0.2,1.8,0.0,0.0,1.0,2.6666666666666665,0.0,4.333333333333333,49.03,16.333333333333332,2.3333333333333335,75.51666666666667,265.6666666666667,41.91,0.3333333333333333,13.666666666666666
37,Getafe CF,37,0.8918918918918919,1.0,0.2972972972972973,0.24324324324324326,2.7419354838709675,0.0967741935483871,3.870967741935484,49.211612903225806,15.935483870967742,2.2580645161290325,69.55580645161291,272.5483870967742,44.54064516129032,0.03225806451612903,11.612903225806452,0.0,1.6,0.0,0.0,1.0,3.0,0.0,4.0,48.663333333333334,15.0,2.3333333333333335,68.19333333333334,246.33333333333334,40.086666666666666,0.0,13.666666666666666
38,Getafe CF,38,0.8947368421052632,1.0263157894736843,0.2894736842105263,0.23684210526315788,2.71875,0.09375,3.875,49.2521875,15.71875,2.1875,69.37375,270.0625,44.2578125,0.03125,11.5625,0.4,1.6,0.2,0.0,0.8,2.75,0.0,4.0,49.125,13.5,1.75,67.0775,233.0,38.9375,0.0,12.75
1,Girona FC,1,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Girona FC,2,0.5,2.0,0.0,0.5,0.0,0.0,4.0,50.62,7.0,3.0,87.91,554.0,58.12,0.0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,50.62,7.0,3.0,87.91,554.0,58.12,0.0,13.0
3,Girona FC,3,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.5,0.0,6.5,49.175,9.0,2.5,89.865,570.5,56.745,0.0,13.0,0.5,2.0,0.0,0.5,0.5,1.5,0.0,6.5,49.175,9.0,2.5,89.865,570.5,56.745,0.0,13.0
4,Girona FC,4,1.75,1.0,0.5,0.25,1.0,0.0,6.0,47.06999999999999,9.333333333333334,3.3333333333333335,90.06,565.3333333333334,57.29333333333333,0.0,12.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,6.0,47.06999999999999,9.333333333333334,3.3333333333333335,90.06,565.3333333333334,57.29333333333333,0.0,12.0
5,Girona FC,5,1.6,1.6,0.4,0.2,1.25,0.0,5.75,47.349999999999994,10.5,2.5,90.015,527.75,55.51,0.0,11.75,1.75,1.0,0.5,0.25,0.25,1.25,0.0,5.75,47.349999999999994,10.5,2.5,90.015,527.75,55.51,0.0,11.75
6,Girona FC,6,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.16666666666666666,1.6,0.0,4.8,45.474000000000004,11.0,3.4,89.342,495.6,53.73,0.0,11.2,1.6,1.6,0.4,0.2,0.4,1.6,0.0,4.8,45.474000000000004,11.0,3.4,89.342,495.6,53.73,0.0,11.2
7,Girona FC,7,1.1428571428571428,1.4285714285714286,0.2857142857142857,0.2857142857142857,1.6666666666666667,0.0,4.666666666666667,47.175000000000004,10.833333333333334,3.1666666666666665,89.16333333333334,511.0,55.49666666666667,0.0,10.666666666666666,1.4,1.8,0.4,0.0,0.6,2.0,0.0,4.8,46.486,11.6,3.2,89.41399999999999,502.4,54.972,0.0,10.2
8,Girona FC,8,1.125,1.375,0.25,0.375,1.8571428571428572,0.0,4.571428571428571,47.41285714285714,10.428571428571429,3.0,89.08571428571429,527.1428571428571,57.06285714285714,0.0,10.714285714285714,1.4,1.2,0.4,0.2,0.4,2.0,0.0,3.8,46.708,11.0,3.2,88.774,509.8,57.19,0.0,9.8
9,Girona FC,9,1.2222222222222223,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.625,0.0,4.5,47.73625,10.875,2.75,89.32124999999999,534.625,56.4625,0.0,10.5,0.8,1.4,0.2,0.4,0.4,2.0,0.0,3.6,48.136,11.8,2.4,88.878,516.2,55.964,0.0,9.6
10,Girona FC,10,1.1,1.3,0.3,0.3,1.8888888888888888,0.0,4.666666666666667,48.53222222222222,11.0,2.7777777777777777,89.12666666666667,537.7777777777778,57.04888888888888,0.0,10.88888888888889,0.8,1.6,0.2,0.4,0.4,2.4,0.0,3.8,49.478,11.4,3.0,88.416,545.8,58.279999999999994,0.0,10.2
11,Girona FC,11,1.0,1.2727272727272727,0.2727272727272727,0.2727272727272727,1.9,0.0,4.8,48.965999999999994,10.9,2.6,88.8,524.3,56.077,0.0,10.6,0.6,1.0,0.2,0.4,0.4,2.2,0.0,4.8,52.458000000000006,10.8,1.8,88.25800000000001,553.0,58.424,0.0,10.0
12,Girona FC,12,1.25,1.4166666666666667,0.3333333333333333,0.25,2.1818181818181817,0.0,4.818181818181818,48.82545454545455,11.181818181818182,2.8181818181818183,88.37636363636364,517.9090909090909,55.89454545454546,0.09090909090909091,10.363636363636363,0.6,0.8,0.2,0.4,0.4,2.8,0.0,5.0,50.806,11.6,2.4,87.43199999999999,526.2,56.372,0.2,10.0
13,Girona FC,13,1.2307692307692308,1.3076923076923077,0.38461538461538464,0.23076923076923078,2.25,0.0,4.916666666666667,49.32416666666666,11.666666666666666,2.6666666666666665,88.2375,513.0,55.718333333333334,0.08333333333333333,10.75,1.4,1.4,0.4,0.2,0.4,2.8,0.0,5.4,52.0,13.4,2.2,87.04999999999998,493.2,53.836,0.2,10.8
14,Girona FC,14,1.4285714285714286,1.2857142857142858,0.42857142857142855,0.21428571428571427,2.3076923076923075,0.0,4.6923076923076925,49.8976923076923,12.0,2.4615384615384617,87.78076923076924,507.0,55.54076923076923,0.07692307692307693,10.153846153846153,1.4,1.2,0.6,0.0,0.4,3.4,0.0,5.0,53.35600000000001,13.8,2.0,85.316,462.8,54.065999999999995,0.2,9.6
15,Girona FC,15,1.4666666666666666,1.3333333333333333,0.4,0.26666666666666666,2.142857142857143,0.0,4.785714285714286,50.754999999999995,11.428571428571429,2.4615384615384617,88.02142857142857,524.0714285714286,56.61642857142857,0.07142857142857142,10.285714285714286,1.8,1.2,0.6,0.0,0.4,2.6,0.0,5.0,54.75599999999999,12.2,1.75,86.032,499.4,55.83799999999999,0.2,9.2
16,Girona FC,16,1.375,1.4375,0.375,0.25,2.4,0.0,4.8,49.99066666666667,11.533333333333333,2.4285714285714284,88.32466666666666,532.2,56.88666666666666,0.06666666666666667,10.466666666666667,2.2,1.4,0.6,0.2,0.2,3.4,0.0,4.8,52.04,12.8,2.0,87.374,548.0,58.50599999999999,0.2,10.2
17,Girona FC,17,1.3529411764705883,1.4705882352941178,0.35294117647058826,0.23529411764705882,2.4375,0.0,4.875,49.91875,11.1875,2.3333333333333335,88.4475,527.25,55.9875,0.0625,10.4375,2.2,1.8,0.6,0.2,0.2,3.0,0.0,5.0,52.324,11.2,1.0,88.604,547.8,56.19199999999999,0.0,10.6
18,Girona FC,18,1.4444444444444444,1.3888888888888888,0.3888888888888889,0.2222222222222222,2.411764705882353,0.0,4.823529411764706,49.55058823529412,11.352941176470589,2.25,88.70117647058824,532.0,56.43294117647059,0.058823529411764705,10.588235294117647,1.6,1.6,0.4,0.2,0.4,2.8,0.0,4.6,50.094,10.6,1.0,89.81400000000001,577.6,58.148,0.0,10.2
19,Girona FC,19,1.4210526315789473,1.3157894736842106,0.42105263157894735,0.21052631578947367,2.411764705882353,0.0,4.823529411764706,49.55058823529412,11.352941176470589,2.25,88.70117647058824,532.0,56.43294117647059,0.058823529411764705,10.588235294117647,2.0,1.6,0.4,0.2,0.4,2.75,0.0,5.25,48.4225,9.25,1.3333333333333333,91.69250000000001,613.25,59.3325,0.0,12.0
20,Girona FC,20,1.4,1.35,0.4,0.2,2.5,0.0,4.722222222222222,49.812222222222225,11.333333333333334,2.176470588235294,88.55666666666667,526.8333333333334,56.38388888888889,0.05555555555555555,10.166666666666666,1.4,1.4,0.4,0.2,0.4,3.75,0.0,4.5,46.5125,11.0,1.25,90.42999999999999,536.5,55.57,0.0,9.75
21,Girona FC,21,1.380952380952381,1.380952380952381,0.38095238095238093,0.19047619047619047,2.3684210526315788,0.0,4.842105263157895,49.95368421052632,11.052631578947368,2.0555555555555554,88.3357894736842,525.6842105263158,56.37631578947368,0.05263157894736842,10.0,1.2,1.4,0.4,0.0,0.6,2.25,0.0,5.0,49.815,9.25,0.75,88.3775,501.25,54.462500000000006,0.0,8.25
22,Girona FC,22,1.4090909090909092,1.3636363636363635,0.4090909090909091,0.18181818181818182,2.3,0.0,4.65,50.391,10.95,2.0,87.7745,517.75,55.852999999999994,0.05,10.1,1.4,1.2,0.4,0.0,0.6,1.75,0.0,3.75,52.28,10.0,0.75,85.08250000000001,479.75,55.315000000000005,0.0,8.75
23,Girona FC,23,1.3478260869565217,1.434782608695652,0.391304347826087,0.17391304347826086,2.2857142857142856,0.0,4.9523809523809526,50.11428571428572,11.0,2.2,87.73904761904762,512.1904761904761,55.46476190476191,0.047619047619047616,10.19047619047619,1.6,1.0,0.6,0.0,0.4,1.75,0.0,5.5,52.510000000000005,9.5,2.0,83.65,428.0,51.349999999999994,0.0,8.5
24,Girona FC,24,1.3333333333333333,1.4583333333333333,0.375,0.16666666666666666,2.3636363636363638,0.0,4.818181818181818,49.817727272727275,11.045454545454545,2.1904761904761907,87.74772727272727,511.5,55.44772727272727,0.045454545454545456,9.863636363636363,1.0,1.6,0.4,0.0,0.6,2.2,0.0,4.8,50.726,10.0,2.0,84.506,441.8,52.098,0.0,7.4
25,Girona FC,25,1.28,1.48,0.36,0.16,2.3636363636363638,0.0,4.818181818181818,49.817727272727275,11.045454545454545,2.1904761904761907,87.74772727272727,511.5,55.44772727272727,0.045454545454545456,9.863636363636363,1.0,2.0,0.2,0.0,0.8,1.75,0.0,5.25,49.8425,9.75,2.25,84.10749999999999,442.5,51.23500000000001,0.0,8.5
